STATEFP,COUNTYFP,TRACTCE,GEOID,GEOID_Dub,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area
06,075,011200,06075011200,6075011200.000000000000000,112,Census Tract 112,G5020,S,177414.000000000000000,0.000000000000000,+37.7929713,-122.4127333,5840.825465631277439,1914556.420304568717256
06,075,011300,06075011300,6075011300.000000000000000,113,Census Tract 113,G5020,S,102299.000000000000000,0.000000000000000,+37.7946971,-122.4093492,5214.898452171091776,1103947.555943808984011
06,075,011700,06075011700,6075011700.000000000000000,117,Census Tract 117,G5020,S,551749.000000000000000,0.000000000000000,+37.7904975,-122.4034750,11877.366816742225637,5954191.537837467156351
06,075,011800,06075011800,6075011800.000000000000000,118,Census Tract 118,G5020,S,56564.000000000000000,0.000000000000000,+37.7933506,-122.4061645,3162.833113383153886,610409.702642471296713
06,071,005300,06071005300,6071005300.000000000000000,53,Census Tract 53,G5020,S,1737129.000000000000000,0.000000000000000,+34.1396105,-117.2912831,20875.984316337915516,18942647.817439462989569
06,085,503508,06085503508,6085503508.000000000000000,5035.08,Census Tract 5035.08,G5020,S,1008146.000000000000000,0.000000000000000,+37.3545123,-121.8114100,13331.275849829940853,10888561.499783879145980
06,001,423300,06001423300,6001423300.000000000000000,4233,Census Tract 4233,G5020,S,726625.000000000000000,0.000000000000000,+37.8573281,-122.2842016,11406.148149261065555,7840407.109314026311040
06,085,503709,06085503709,6085503709.000000000000000,5037.09,Census Tract 5037.09,G5020,S,884968.000000000000000,0.000000000000000,+37.3645486,-121.8620422,12792.250323354528518,9557961.922004686668515
06,085,503804,06085503804,6085503804.000000000000000,5038.04,Census Tract 5038.04,G5020,S,1511862.000000000000000,0.000000000000000,+37.3759252,-121.8448909,16390.065668956387526,16328255.384903365746140
06,085,503212,06085503212,6085503212.000000000000000,5032.12,Census Tract 5032.12,G5020,S,1671364.000000000000000,0.000000000000000,+37.3046221,-121.8289144,23048.230295557350473,18053563.620189219713211
06,085,503213,06085503213,6085503213.000000000000000,5032.13,Census Tract 5032.13,G5020,S,1099444.000000000000000,0.000000000000000,+37.3016723,-121.8373674,19505.937083377295494,11875951.177428754046559
06,085,503214,06085503214,6085503214.000000000000000,5032.14,Census Tract 5032.14,G5020,S,1804422.000000000000000,0.000000000000000,+37.2991416,-121.8480290,17736.459582518920797,19491025.300963792949915
06,085,503217,06085503217,6085503217.000000000000000,5032.17,Census Tract 5032.17,G5020,S,601904.000000000000000,0.000000000000000,+37.2867501,-121.8303183,11725.993626428746211,6501829.595485579222441
06,071,005400,06071005400,6071005400.000000000000000,54,Census Tract 54,G5020,S,1810774.000000000000000,0.000000000000000,+34.1322964,-117.2908879,20440.097516553698370,19746325.320285137742758
06,071,005500,06071005500,6071005500.000000000000000,55,Census Tract 55,G5020,S,1762627.000000000000000,0.000000000000000,+34.1250031,-117.2905696,20160.831505089172424,19221837.334883511066437
06,071,005600,06071005600,6071005600.000000000000000,56,Census Tract 56,G5020,S,1833339.000000000000000,0.000000000000000,+34.1173214,-117.2921097,21211.627813605602569,19993554.765602294355631
06,059,011707,06059011707,6059011707.000000000000000,117.07,Census Tract 117.07,G5020,S,2129018.000000000000000,0.000000000000000,+33.9044712,-117.8756617,25308.055715134181810,23237655.535446457564831
06,059,011708,06059011708,6059011708.000000000000000,117.08,Census Tract 117.08,G5020,S,929938.000000000000000,0.000000000000000,+33.8930103,-117.8785247,13679.729053774519343,10150519.046546999365091
06,059,011709,06059011709,6059011709.000000000000000,117.09,Census Tract 117.09,G5020,S,2069590.000000000000000,37381.000000000000000,+33.9025381,-117.8612771,21972.911484541476966,22997177.639750756323338
06,085,504001,06085504001,6085504001.000000000000000,5040.01,Census Tract 5040.01,G5020,S,1131835.000000000000000,0.000000000000000,+37.3586309,-121.8272086,14942.376832950816606,12224370.947400307282805
06,085,504002,06085504002,6085504002.000000000000000,5040.02,Census Tract 5040.02,G5020,S,1030196.000000000000000,0.000000000000000,+37.3546785,-121.8340141,14536.945832760713529,11126703.609999226406217
06,085,504101,06085504101,6085504101.000000000000000,5041.01,Census Tract 5041.01,G5020,S,992972.000000000000000,0.000000000000000,+37.3693439,-121.8203725,14390.884238450438716,10724341.123683804646134
06,085,503218,06085503218,6085503218.000000000000000,5032.18,Census Tract 5032.18,G5020,S,590507.000000000000000,0.000000000000000,+37.2804872,-121.8299569,10942.536317806754596,6378824.447486408986151
06,085,503304,06085503304,6085503304.000000000000000,5033.04,Census Tract 5033.04,G5020,S,1487575.000000000000000,0.000000000000000,+37.3126100,-121.8212218,18767.211453789612278,16068030.365276951342821
06,077,001000,06077001000,6077001000.000000000000000,10,Census Tract 10,G5020,S,3411412.000000000000000,419168.000000000000000,+37.9661183,-121.3474050,29348.589570292722783,41324832.715205796062946
06,077,001101,06077001101,6077001101.000000000000000,11.01,Census Tract 11.01,G5020,S,1931199.000000000000000,104000.000000000000000,+37.9761614,-121.3288819,21493.642533532951347,21955638.521594449877739
06,077,001102,06077001102,6077001102.000000000000000,11.02,Census Tract 11.02,G5020,S,1649877.000000000000000,0.000000000000000,+37.9675673,-121.3254307,18066.099823557458876,17799090.360092621296644
06,077,001200,06077001200,6077001200.000000000000000,12,Census Tract 12,G5020,S,2210098.000000000000000,95933.000000000000000,+37.9724931,-121.3089795,20904.386995858127193,24877475.071276620030403
06,059,011710,06059011710,6059011710.000000000000000,117.10,Census Tract 117.10,G5020,S,1376188.000000000000000,0.000000000000000,+33.8923778,-117.8625111,16945.593631216164795,15021461.587130837142467
06,059,042106,06059042106,6059042106.000000000000000,421.06,Census Tract 421.06,G5020,S,2555652.000000000000000,820102.000000000000000,+33.4384038,-117.6340581,30770.491144851617719,36916573.143454559147358
06,059,042107,06059042107,6059042107.000000000000000,421.07,Census Tract 421.07,G5020,S,1025370.000000000000000,0.000000000000000,+33.4320693,-117.6217862,17922.674235424259678,11213628.650846900418401
06,059,042108,06059042108,6059042108.000000000000000,421.08,Census Tract 421.08,G5020,S,1185339.000000000000000,637995.000000000000000,+33.4281990,-117.6281345,23622.648109565645427,19940850.155546996742487
06,059,042109,06059042109,6059042109.000000000000000,421.09,Census Tract 421.09,G5020,S,5683120.000000000000000,0.000000000000000,+33.4458787,-117.5947850,35318.671068400806689,62147895.984866969287395
06,033,000100,06033000100,6033000100.000000000000000,1,Census Tract 1,G5020,S,1193827025.000000000000000,10910635.000000000000000,+39.3331714,-122.8987080,760481.330812325002626,12973793373.065130233764648
06,029,003206,06029003206,6029003206.000000000000000,32.06,Census Tract 32.06,G5020,S,50472602.000000000000000,0.000000000000000,+35.2667571,-119.0713629,127754.991809025596012,548170048.991489648818970
06,001,441925,06001441925,6001441925.000000000000000,4419.25,Census Tract 4419.25,G5020,S,3002977.000000000000000,264744.000000000000000,+37.5499839,-121.9629690,24357.573453520231851,35279247.858064636588097
06,001,441927,06001441927,6001441927.000000000000000,4419.27,Census Tract 4419.27,G5020,S,650133.000000000000000,0.000000000000000,+37.5465021,-121.9765770,11006.390248177753165,7019097.211217002943158
06,037,132300,06037132300,6037132300.000000000000000,1323,Census Tract 1323,G5020,S,1278601.000000000000000,0.000000000000000,+34.1974433,-118.5273253,15889.079659973142043,13939491.942713417112827
06,037,132700,06037132700,6037132700.000000000000000,1327,Census Tract 1327,G5020,S,1310875.000000000000000,10477.000000000000000,+34.1888959,-118.5257626,15793.897481501217044,14405996.360111344605684
06,037,132900,06037132900,6037132900.000000000000000,1329,Census Tract 1329,G5020,S,1184831.000000000000000,9256.000000000000000,+34.1828565,-118.5282202,18314.543672899308149,13018827.334609754383564
06,037,133000,06037133000,6037133000.000000000000000,1330,Census Tract 1330,G5020,S,997188.000000000000000,5043.000000000000000,+34.1960820,-118.5571125,14249.166132407655823,10926561.162097729742527
06,037,133100,06037133100,6037133100.000000000000000,1331,Census Tract 1331,G5020,S,1511321.000000000000000,8714.000000000000000,+34.1855499,-118.5427431,17065.764304328149592,16572448.899413840845227
06,037,134103,06037134103,6037134103.000000000000000,1341.03,Census Tract 1341.03,G5020,S,1040917.000000000000000,9622.000000000000000,+34.2185595,-118.5814401,17548.419685097924230,11452275.432452458888292
06,037,134104,06037134104,6037134104.000000000000000,1341.04,Census Tract 1341.04,G5020,S,647979.000000000000000,0.000000000000000,+34.2119534,-118.5753847,10630.233900328597883,7063971.356589196249843
06,037,134201,06037134201,6037134201.000000000000000,1342.01,Census Tract 1342.01,G5020,S,1459395.000000000000000,7345.000000000000000,+34.2139885,-118.5912335,16561.357583466771757,15989605.446230482310057
06,059,110015,06059110015,6059110015.000000000000000,1100.15,Census Tract 1100.15,G5020,S,7195675.000000000000000,0.000000000000000,+33.7926675,-118.0524375,43311.755879500073206,78574443.173903241753578
06,039,000106,06039000106,6039000106.000000000000000,1.06,Census Tract 1.06,G5020,S,56821159.000000000000000,92724.000000000000000,+37.1853582,-119.7721217,134850.110440271906555,614918304.147193789482117
06,039,000108,06039000108,6039000108.000000000000000,1.08,Census Tract 1.08,G5020,S,286734567.000000000000000,299317.000000000000000,+37.2553569,-119.6833367,310255.876486749621108,3100858619.460490226745605
06,039,000109,06039000109,6039000109.000000000000000,1.09,Census Tract 1.09,G5020,S,715301823.000000000000000,11880111.000000000000000,+37.1891883,-119.8802873,566897.114165480132215,7856822583.741635322570801
06,039,000201,06039000201,6039000201.000000000000000,2.01,Census Tract 2.01,G5020,S,105353646.000000000000000,0.000000000000000,+37.0986528,-120.1431893,162539.652632476820145,1138502334.642317056655884
06,039,000604,06039000604,6039000604.000000000000000,6.04,Census Tract 6.04,G5020,S,1765536.000000000000000,0.000000000000000,+36.9796339,-120.0643287,19816.042056549289555,19084333.235441572964191
06,013,303102,06013303102,6013303102.000000000000000,3031.02,Census Tract 3031.02,G5020,S,6507019.000000000000000,0.000000000000000,+37.9577942,-121.7074867,39517.498033542295161,70199538.687475040555000
06,013,313203,06013313203,6013313203.000000000000000,3132.03,Census Tract 3132.03,G5020,S,3100708.000000000000000,0.000000000000000,+38.0037978,-121.9161635,40671.193655644434330,33448399.655304215848446
06,059,021812,06059021812,6059021812.000000000000000,218.12,Census Tract 218.12,G5020,S,3040526.000000000000000,0.000000000000000,+33.8715008,-117.8062222,27985.470818615271128,33190922.176097352057695
06,059,021905,06059021905,6059021905.000000000000000,219.05,Census Tract 219.05,G5020,S,3539193.000000000000000,0.000000000000000,+33.8584384,-117.7733891,43669.893836597482732,38636559.177105933427811
06,059,089106,06059089106,6059089106.000000000000000,891.06,Census Tract 891.06,G5020,S,737990.000000000000000,0.000000000000000,+33.7713060,-117.9150746,13373.805594707322598,8059299.240778308361769
06,059,021916,06059021916,6059021916.000000000000000,219.16,Census Tract 219.16,G5020,S,2188368.000000000000000,0.000000000000000,+33.8406446,-117.7923751,27862.862117663044046,23891625.358974963426590
06,059,021825,06059021825,6059021825.000000000000000,218.25,Census Tract 218.25,G5020,S,6752240.000000000000000,0.000000000000000,+33.8993902,-117.7528392,45395.465416715996980,73700367.666475012898445
06,059,001708,06059001708,6059001708.000000000000000,17.08,Census Tract 17.08,G5020,S,3008608.000000000000000,0.000000000000000,+33.9054515,-117.9505071,27320.993871048922301,32837974.544846504926682
06,059,062644,06059062644,6059062644.000000000000000,626.44,Census Tract 626.44,G5020,S,4294209.000000000000000,72185.000000000000000,+33.6234131,-117.8549971,36323.107095430961635,47713123.744993835687637
06,059,062634,06059062634,6059062634.000000000000000,626.34,Census Tract 626.34,G5020,S,3052731.000000000000000,0.000000000000000,+33.5918921,-117.7320517,28564.747933849819674,33362534.320353802293539
06,059,042325,06059042325,6059042325.000000000000000,423.25,Census Tract 423.25,G5020,S,6428984.000000000000000,0.000000000000000,+33.5255596,-117.7312658,67243.826568877790123,70280429.419957548379898
06,059,042113,06059042113,6059042113.000000000000000,421.13,Census Tract 421.13,G5020,S,3558570.000000000000000,0.000000000000000,+33.4308533,-117.6066049,33716.941179816807562,38917338.457784995436668
06,059,021918,06059021918,6059021918.000000000000000,219.18,Census Tract 219.18,G5020,S,2518668.000000000000000,0.000000000000000,+33.7973501,-117.7954088,26875.388900020519941,27502504.268010437488556
06,059,032056,06059032056,6059032056.000000000000000,320.56,Census Tract 320.56,G5020,S,37727317.000000000000000,0.000000000000000,+33.5512503,-117.6005348,129724.214976300208946,412383384.063462316989899
06,059,021816,06059021816,6059021816.000000000000000,218.16,Census Tract 218.16,G5020,S,2870483.000000000000000,0.000000000000000,+33.8779671,-117.7947653,29662.257640601586900,31333920.162431087344885
06,059,001704,06059001704,6059001704.000000000000000,17.04,Census Tract 17.04,G5020,S,3038416.000000000000000,0.000000000000000,+33.8866381,-117.9568638,25061.372409461702773,33165903.505795821547508
06,059,110118,06059110118,6059110118.000000000000000,1101.18,Census Tract 1101.18,G5020,S,670991.000000000000000,0.000000000000000,+33.8205123,-118.0500218,10790.644141121762004,7326169.298827819526196
06,059,062604,06059062604,6059062604.000000000000000,626.04,Census Tract 626.04,G5020,S,52255948.000000000000000,2569403.000000000000000,+33.5854160,-117.7988845,157218.156534897745587,599161532.916627407073975
06,059,062633,06059062633,6059062633.000000000000000,626.33,Census Tract 626.33,G5020,S,6785256.000000000000000,0.000000000000000,+33.5635915,-117.7391573,60331.284085526989657,74163219.526864305138588
06,059,062630,06059062630,6059062630.000000000000000,626.30,Census Tract 626.30,G5020,S,4557925.000000000000000,54671.000000000000000,+33.6520438,-117.7890614,34977.857037939305883,50397745.450985178351402
06,059,052513,06059052513,6059052513.000000000000000,525.13,Census Tract 525.13,G5020,S,1551769.000000000000000,83304.000000000000000,+33.6787770,-117.7893202,17762.868724807201943,17862851.223975282162428
06,039,000603,06039000603,6039000603.000000000000000,6.03,Census Tract 6.03,G5020,S,1207812.000000000000000,0.000000000000000,+36.9793126,-120.0497327,19758.120219862594240,13055716.772217325866222
06,013,355107,06013355107,6013355107.000000000000000,3551.07,Census Tract 3551.07,G5020,S,81974092.000000000000000,498136.000000000000000,+37.9316982,-121.8571350,186045.590848517225822,889774618.842845797538757
06,013,303201,06013303201,6013303201.000000000000000,3032.01,Census Tract 3032.01,G5020,S,13172569.000000000000000,0.000000000000000,+37.9430314,-121.7587943,54073.618360930246126,142113152.342392235994339
06,013,345115,06013345115,6013345115.000000000000000,3451.15,Census Tract 3451.15,G5020,S,15973972.000000000000000,0.000000000000000,+37.7421482,-121.9756110,58402.967532102193218,172397806.869823276996613
06,013,355108,06013355108,6013355108.000000000000000,3551.08,Census Tract 3551.08,G5020,S,21848094.000000000000000,0.000000000000000,+37.9447509,-121.8014737,66577.666904771409463,235708948.317025035619736
06,071,011404,06071011404,6071011404.000000000000000,114.04,Census Tract 114.04,G5020,S,147178406.000000000000000,35603.000000000000000,+34.2725022,-116.7541149,280843.137045682349708,1604464063.566478490829468
06,001,404101,06001404101,6001404101.000000000000000,4041.01,Census Tract 4041.01,G5020,S,573741.000000000000000,0.000000000000000,+37.8300936,-122.2498254,12157.604669041325906,6191055.816736501641572
06,001,405302,06001405302,6001405302.000000000000000,4053.02,Census Tract 4053.02,G5020,S,205566.000000000000000,0.000000000000000,+37.7985075,-122.2543138,6991.846269532195038,2218348.653320618439466
06,059,042315,06059042315,6059042315.000000000000000,423.15,Census Tract 423.15,G5020,S,5632852.000000000000000,0.000000000000000,+33.5378721,-117.6797320,40296.408460222759459,61574116.201173618435860
06,059,075813,06059075813,6059075813.000000000000000,758.13,Census Tract 758.13,G5020,S,2964026.000000000000000,24009.000000000000000,+33.8322013,-117.8268597,25686.077780909614376,32623271.650953277945518
06,059,099311,06059099311,6059099311.000000000000000,993.11,Census Tract 993.11,G5020,S,968402.000000000000000,0.000000000000000,+33.6610404,-118.0028287,13234.681222841141789,10580372.522123156115413
06,059,086303,06059086303,6059086303.000000000000000,863.03,Census Tract 863.03,G5020,S,6581079.000000000000000,0.000000000000000,+33.8118594,-117.8908388,42936.936334959413216,71857698.821951225399971
06,059,021921,06059021921,6059021921.000000000000000,219.21,Census Tract 219.21,G5020,S,4039956.000000000000000,0.000000000000000,+33.8549585,-117.7543976,34190.057794039297733,44103833.382918447256088
06,059,001902,06059001902,6059001902.000000000000000,19.02,Census Tract 19.02,G5020,S,857688.000000000000000,0.000000000000000,+33.8637798,-117.9548148,12389.138937231033196,9363000.279449017718434
06,059,052426,06059052426,6059052426.000000000000000,524.26,Census Tract 524.26,G5020,S,48158927.000000000000000,150936.000000000000000,+33.7048836,-117.6828250,111973.915129696688382,527694547.773474752902985
06,059,063004,06059063004,6059063004.000000000000000,630.04,Census Tract 630.04,G5020,S,3869020.000000000000000,1018127.000000000000000,+33.6335765,-117.8840997,43291.751119219698012,53401460.126530721783638
06,059,062626,06059062626,6059062626.000000000000000,626.26,Census Tract 626.26,G5020,S,473522.000000000000000,0.000000000000000,+33.6526070,-117.8396723,10621.605410521551676,5173693.701543095521629
06,059,042310,06059042310,6059042310.000000000000000,423.10,Census Tract 423.10,G5020,S,2800356.000000000000000,0.000000000000000,+33.4852788,-117.6768614,32325.496783435246471,30618238.777620263397694
06,059,042339,06059042339,6059042339.000000000000000,423.39,Census Tract 423.39,G5020,S,1102335.000000000000000,0.000000000000000,+33.4801046,-117.6965523,21723.150196349983162,12052837.544470697641373
06,059,042336,06059042336,6059042336.000000000000000,423.36,Census Tract 423.36,G5020,S,2004216.000000000000000,0.000000000000000,+33.5469795,-117.6966091,24785.563209902102244,21907729.209710143506527
06,059,042319,06059042319,6059042319.000000000000000,423.19,Census Tract 423.19,G5020,S,3381717.000000000000000,133550.000000000000000,+33.5382812,-117.7080964,31619.709110302930640,38425744.342501044273376
06,059,074407,06059074407,6059074407.000000000000000,744.07,Census Tract 744.07,G5020,S,461790.000000000000000,0.000000000000000,+33.7378829,-117.8422024,9512.701858191077918,5043759.561836545355618
06,059,032044,06059032044,6059032044.000000000000000,320.44,Census Tract 320.44,G5020,S,15768712.000000000000000,60610.000000000000000,+33.6082129,-117.5913027,80487.876386195275700,172979860.053203910589218
06,059,042206,06059042206,6059042206.000000000000000,422.06,Census Tract 422.06,G5020,S,1332350.000000000000000,0.000000000000000,+33.4516513,-117.6512801,18572.503141730092466,14569564.505138747394085
06,059,042112,06059042112,6059042112.000000000000000,421.12,Census Tract 421.12,G5020,S,6775545.000000000000000,0.000000000000000,+33.4573102,-117.6162586,42591.680898445134517,74090497.330246865749359
06,059,021923,06059021923,6059021923.000000000000000,219.23,Census Tract 219.23,G5020,S,11130829.000000000000000,0.000000000000000,+33.8372690,-117.7322555,61380.212540741893463,121522928.995413139462471
06,059,021920,06059021920,6059021920.000000000000000,219.20,Census Tract 219.20,G5020,S,5051624.000000000000000,171075.000000000000000,+33.8375366,-117.7706666,37330.994324035302270,57019810.186435751616955
06,059,021822,06059021822,6059021822.000000000000000,218.22,Census Tract 218.22,G5020,S,10612127.000000000000000,0.000000000000000,+33.9056717,-117.7920030,77290.851660824657301,115827940.721834227442741
06,001,405600,06001405600,6001405600.000000000000000,4056,Census Tract 4056,G5020,S,428774.000000000000000,0.000000000000000,+37.8008019,-122.2372726,9374.441856765872217,4627013.188939668238163
06,001,406400,06001406400,6001406400.000000000000000,4064,Census Tract 4064,G5020,S,487978.000000000000000,77534.000000000000000,+37.7968060,-122.2217201,9888.618669081381086,6102664.072712533175945
06,059,032041,06059032041,6059032041.000000000000000,320.41,Census Tract 320.41,G5020,S,169858602.000000000000000,13484.000000000000000,+33.6518163,-117.5071044,276161.984466909663752,1856074423.472013711929321
06,059,075814,06059075814,6059075814.000000000000000,758.14,Census Tract 758.14,G5020,S,1856192.000000000000000,0.000000000000000,+33.8319029,-117.8058557,30294.935288118176686,20265786.619888782501221
06,059,099416,06059099416,6059099416.000000000000000,994.16,Census Tract 994.16,G5020,S,648902.000000000000000,0.000000000000000,+33.7188931,-118.0458582,10676.962830101037980,7087937.500222711823881
06,059,001707,06059001707,6059001707.000000000000000,17.07,Census Tract 17.07,G5020,S,5152174.000000000000000,0.000000000000000,+33.9046917,-117.9681615,35990.262161183432909,56234579.114942520856857
06,059,001505,06059001505,6059001505.000000000000000,15.05,Census Tract 15.05,G5020,S,3126890.000000000000000,7184.000000000000000,+33.9038169,-117.8940242,27279.447655954212678,34207602.690002858638763
06,059,011714,06059011714,6059011714.000000000000000,117.14,Census Tract 117.14,G5020,S,5835578.000000000000000,421058.000000000000000,+33.8561655,-117.8519526,35895.096294121518440,68302594.847410708665848
06,059,042311,06059042311,6059042311.000000000000000,423.11,Census Tract 423.11,G5020,S,4667413.000000000000000,0.000000000000000,+33.4942636,-117.6810838,58237.189645974838641,51030087.680376119911671
06,059,042329,06059042329,6059042329.000000000000000,423.29,Census Tract 423.29,G5020,S,2280687.000000000000000,0.000000000000000,+33.5316199,-117.6978084,26224.180403390393622,24931421.042343616485596
06,059,063007,06059063007,6059063007.000000000000000,630.07,Census Tract 630.07,G5020,S,4427165.000000000000000,27208.000000000000000,+33.6333298,-117.8685560,34887.835631071633543,48672316.582812421023846
06,059,052422,06059052422,6059052422.000000000000000,524.22,Census Tract 524.22,G5020,S,6674481.000000000000000,0.000000000000000,+33.6695469,-117.6787777,46915.727756310108816,72920168.879277288913727
06,059,052404,06059052404,6059052404.000000000000000,524.04,Census Tract 524.04,G5020,S,23563123.000000000000000,0.000000000000000,+33.6737800,-117.7189411,72789.957803698227508,257427733.990648180246353
06,059,032033,06059032033,6059032033.000000000000000,320.33,Census Tract 320.33,G5020,S,914503.000000000000000,0.000000000000000,+33.6452899,-117.6400040,13895.186909605350593,9992177.145579533651471
06,059,062621,06059062621,6059062621.000000000000000,626.21,Census Tract 626.21,G5020,S,10406621.000000000000000,100853.000000000000000,+33.6296112,-117.7515914,61215.277807113714516,114814773.594950929284096
06,059,042201,06059042201,6059042201.000000000000000,422.01,Census Tract 422.01,G5020,S,4399752.000000000000000,2286976.000000000000000,+33.4610097,-117.6670752,61068.038697351104929,73118227.957145303487778
06,059,052522,06059052522,6059052522.000000000000000,525.22,Census Tract 525.22,G5020,S,925699.000000000000000,0.000000000000000,+33.6802504,-117.8217375,15262.875227646476560,10112990.893158787861466
06,059,052410,06059052410,6059052410.000000000000000,524.10,Census Tract 524.10,G5020,S,5165125.000000000000000,73214.000000000000000,+33.6380550,-117.7185304,38673.205114133357711,57237482.994003251194954
06,059,021917,06059021917,6059021917.000000000000000,219.17,Census Tract 219.17,G5020,S,4731266.000000000000000,7549.000000000000000,+33.8037516,-117.7802613,34837.895680090754468,51743867.496528491377831
06,059,075703,06059075703,6059075703.000000000000000,757.03,Census Tract 757.03,G5020,S,2479278.000000000000000,0.000000000000000,+33.7672498,-117.8074361,23326.624446517980687,27075730.386368583887815
06,059,075512,06059075512,6059075512.000000000000000,755.12,Census Tract 755.12,G5020,S,627957.000000000000000,0.000000000000000,+33.7329217,-117.8214885,10346.674097130948212,6858776.342399429529905
06,059,052419,06059052419,6059052419.000000000000000,524.19,Census Tract 524.19,G5020,S,1776284.000000000000000,0.000000000000000,+33.7636019,-117.7649501,30214.434063940741908,19398785.332131974399090
06,059,052421,06059052421,6059052421.000000000000000,524.21,Census Tract 524.21,G5020,S,2503157.000000000000000,0.000000000000000,+33.7169342,-117.7543671,23981.323045289729635,27342130.071004539728165
06,059,032049,06059032049,6059032049.000000000000000,320.49,Census Tract 320.49,G5020,S,9784549.000000000000000,383934.000000000000000,+33.6638330,-117.6150220,62208.790572331818112,111095442.728350177407265
06,059,032053,06059032053,6059032053.000000000000000,320.53,Census Tract 320.53,G5020,S,7079460.000000000000000,0.000000000000000,+33.6171410,-117.6187322,52764.163588705217990,77361506.392645850777626
06,001,405700,06001405700,6001405700.000000000000000,4057,Census Tract 4057,G5020,S,546860.000000000000000,0.000000000000000,+37.7982307,-122.2296737,11199.010609899269184,5901340.028515066951513
06,001,405800,06001405800,6001405800.000000000000000,4058,Census Tract 4058,G5020,S,519054.000000000000000,0.000000000000000,+37.7939452,-122.2330985,11775.423030264622867,5601286.296382947824895
06,085,511608,06085511608,6085511608.000000000000000,5116.08,Census Tract 5116.08,G5020,S,2454550.000000000000000,117653.000000000000000,+37.4292567,-122.1772178,31491.953493477449229,27777044.639299646019936
06,059,063907,06059063907,6059063907.000000000000000,639.07,Census Tract 639.07,G5020,S,5314691.000000000000000,0.000000000000000,+33.6927831,-117.9031265,48055.741673811389774,58058476.832689218223095
06,059,075702,06059075702,6059075702.000000000000000,757.02,Census Tract 757.02,G5020,S,1851733.000000000000000,0.000000000000000,+33.7587899,-117.8143983,21571.552006764100952,20223162.325733877718449
06,059,074805,06059074805,6059074805.000000000000000,748.05,Census Tract 748.05,G5020,S,467059.000000000000000,0.000000000000000,+33.7371947,-117.9026510,9330.534823205834982,5101305.970456003211439
06,059,042317,06059042317,6059042317.000000000000000,423.17,Census Tract 423.17,G5020,S,3142485.000000000000000,0.000000000000000,+33.5110087,-117.7138298,28658.195989867101162,34355155.628799639642239
06,059,062647,06059062647,6059062647.000000000000000,626.47,Census Tract 626.47,G5020,S,1765876.000000000000000,0.000000000000000,+33.6045965,-117.7074682,28473.192474879586371,19297804.841787226498127
06,059,052411,06059052411,6059052411.000000000000000,524.11,Census Tract 524.11,G5020,S,1749704.000000000000000,0.000000000000000,+33.6236733,-117.7041363,18259.295727426360827,19119504.002212379127741
06,059,021913,06059021913,6059021913.000000000000000,219.13,Census Tract 219.13,G5020,S,2385619.000000000000000,470002.000000000000000,+33.7979555,-117.8074249,31266.436346215985395,31181736.443706192076206
06,059,075604,06059075604,6059075604.000000000000000,756.04,Census Tract 756.04,G5020,S,6271695.000000000000000,0.000000000000000,+33.7789827,-117.7854309,43236.206996151056956,68488720.694391906261444
06,059,042111,06059042111,6059042111.000000000000000,421.11,Census Tract 421.11,G5020,S,5556342.000000000000000,0.000000000000000,+33.4663649,-117.6277736,49197.177376503685082,60756154.163645617663860
06,059,021924,06059021924,6059021924.000000000000000,219.24,Census Tract 219.24,G5020,S,77935744.000000000000000,1874512.000000000000000,+33.8110260,-117.6969462,178640.234501020750031,871419352.631709814071655
06,059,099603,06059099603,6059099603.000000000000000,996.03,Census Tract 996.03,G5020,S,5348808.000000000000000,9734.000000000000000,+33.7473935,-118.0334998,32694.348815225970611,58525062.893240965902805
06,059,099406,06059099406,6059099406.000000000000000,994.06,Census Tract 994.06,G5020,S,1295710.000000000000000,0.000000000000000,+33.7263920,-118.0154385,15947.727020222257124,14152612.171577656641603
06,059,087403,06059087403,6059087403.000000000000000,874.03,Census Tract 874.03,G5020,S,630337.000000000000000,0.000000000000000,+33.8141322,-117.9103191,12544.485505694296080,6882483.702089089900255
06,001,444301,06001444301,6001444301.000000000000000,4443.01,Census Tract 4443.01,G5020,S,2576474.000000000000000,0.000000000000000,+37.5365190,-122.0571016,22585.599586651438585,27817233.026863928884268
06,059,062900,06059062900,6059062900.000000000000000,629,Census Tract 629,G5020,S,460012.000000000000000,620810.000000000000000,+33.6123827,-117.9163437,19125.831096648860694,11810988.231699125841260
06,059,062619,06059062619,6059062619.000000000000000,626.19,Census Tract 626.19,G5020,S,2199174.000000000000000,343273.000000000000000,+33.5409778,-117.7681955,32805.764465831234702,27791872.953799065202475
06,059,062620,06059062620,6059062620.000000000000000,626.20,Census Tract 626.20,G5020,S,3117871.000000000000000,665948.000000000000000,+33.5307008,-117.7630646,30717.530023903080291,41363083.737832464277744
06,059,074110,06059074110,6059074110.000000000000000,741.10,Census Tract 741.10,G5020,S,816884.000000000000000,0.000000000000000,+33.7097314,-117.9006540,13084.420939281875690,8923146.667480483651161
06,059,062610,06059062610,6059062610.000000000000000,626.10,Census Tract 626.10,G5020,S,11653249.000000000000000,145012.000000000000000,+33.6691905,-117.8609131,44208.567561009025667,128898739.413759306073189
