,GEO_ID,E_Total_population_SX_AGE_2020,E_HSPNC_Total_population_2020,E_NOTHSPNC_White_alone_2020,P_NOTHSPNC_White_alone_2020,E_Under35_SX_AGE_2020,E_Total_population_SX_AGE_2021,E_HSPNC_Total_population_2021,E_NOTHSPNC_White_alone_2021,P_NOTHSPNC_White_alone_2021,E_Under35_SX_AGE_2021,E_Total_population_SX_AGE_2022,E_HSPNC_Total_population_2022,E_NOTHSPNC_White_alone_2022,P_NOTHSPNC_White_alone_2022,E_Under35_SX_AGE_2022
5490,6067001103,1207,277,164,13.6,299.6,1372,317,180,13.1,310.8,1308,1308,1308,1308,194.8
5491,6067001201,1805,38,299,16.6,395.9,1852,56,233,12.6,357.3,2073,2073,2073,2073,415
5492,6067001202,2069,349,355,17.2,330.3,2124,341,401,18.9,329.1,2119,2119,2119,2119,314.3
5493,6067001300,3159,168,489,15.5,649.2,3376,110,478,14.2,714.6,3535,3535,3535,3535,801.5
5494,6067001400,2423,212,266,11,277.1,2458,177,339,13.8,277.3,2451,2451,2451,2451,309.1
5495,6067001500,4683,163,275,5.9,739,4860,206,277,5.7,761.6,4927,4927,4927,4927,795.3
5496,6067001601,3401,267,784,23.1,1335.4,3595,216,892,24.8,1428.2,3677,3677,3677,3677,1469.1
5497,6067001602,2724,50,323,11.9,767.1,2401,45,287,12,655.4,2219,2219,2219,2219,466.6
5498,6067001701,1829,79,488,26.7,970.8,1897,67,596,31.4,972.4,2207,2207,2207,2207,1186
5499,6067001702,3600,214,264,7.3,677.6,3532,152,253,7.2,497.6,3715,3715,3715,3715,593.1
5500,6067001800,5273,848,808,15.3,1135.9,5616,811,1261,22.5,1426,5745,5745,5745,5745,1280.4
5501,6067001900,3173,158,465,14.7,845.1,3208,137,510,15.9,805.4,3541,3541,3541,3541,818
5502,6067002000,2709,153,457,16.9,675.3,2736,89,598,21.9,664.4,2910,2910,2910,2910,698.8
5503,6067002100,2310,254,469,20.3,469.6,2313,250,478,20.7,461,2607,2607,2607,2607,511.1
5504,6067002200,4791,901,768,16,1961.5,5079,464,1213,23.9,1892,5278,5278,5278,5278,1912.5
5505,6067002300,3359,94,298,8.9,742.4,3514,95,351,10,763.4,3565,3565,3565,3565,847.8
5506,6067002400,4936,411,414,8.4,1483.2,5110,348,475,9.3,1557.5,4980,4980,4980,4980,1492
5507,6067002500,1796,55,197,11,394.2,1840,77,245,13.3,370.7,1967,1967,1967,1967,469.4
5508,6067002600,2445,192,256,10.5,594.4,2566,233,241,9.4,589.1,2598,2598,2598,2598,525.4
5509,6067002700,3559,615,730,20.5,865.1,3714,688,736,19.8,1028,3616,3616,3616,3616,971.7
5510,6067002800,3733,1202,1465,39.2,1439.8,3577,1194,1238,34.6,1250.6,3339,3339,3339,3339,1146
5511,6067002900,4784,405,621,13,755.4,5356,420,843,15.7,1134.2,5188,5188,5188,5188,1145.5
5512,6067003001,3070,468,1379,44.9,1097.9,2863,548,878,30.7,1044.2,2971,2971,2971,2971,1140.8
5513,6067003002,3705,240,552,14.9,762.9,3912,228,584,14.9,824.8,3611,3611,3611,3611,802.1
5514,6067003101,3590,287,1815,50.6,1488.8,3503,431,1540,44,1305,3487,3487,3487,3487,1264.4
5515,6067003102,3046,405,989,32.5,1039.3,3097,433,1432,46.2,1132.9,3109,3109,3109,3109,1221.1
5516,6067003202,4832,198,1823,37.7,1901,5004,224,2108,42.1,1940,4990,4990,4990,4990,1872.1
5517,6067003203,2810,192,696,24.8,1159.7,3146,148,804,25.6,1274.6,2974,2974,2974,2974,1139.9
5518,6067003204,4967,202,1803,36.3,1740.7,5258,306,1750,33.3,1918.9,5251,5251,5251,5251,1941.2
5519,6067003300,4580,235,827,18.1,1362.2,4720,169,898,19,1380,4666,4666,4666,4666,1430.5
5520,6067003400,4056,452,1174,28.9,1038.1,4353,399,1259,28.9,1253,4430,4430,4430,4430,1225.6
5521,6067003501,2355,168,562,23.9,505.7,2522,185,558,22.1,562,2447,2447,2447,2447,442.6
5522,6067003502,2675,176,543,20.3,765.1,2704,135,632,23.4,755,3067,3067,3067,3067,816.2
5523,6067003600,2613,248,1077,41.2,976,2561,234,1092,42.6,914.9,2523,2523,2523,2523,844.7
5524,6067003700,4312,726,1985,46,1598.7,4615,811,2067,44.8,1742.6,4721,4721,4721,4721,1703.3
5525,6067003800,5697,1934,1931,33.9,2185.2,6035,2156,2253,37.3,2368.2,5429,5429,5429,5429,2091.4
5526,6067003900,3369,197,848,25.2,825.3,3592,379,850,23.7,931.1,3696,3696,3696,3696,990.2
5527,6067004005,4360,812,362,8.3,846.4,4413,646,468,10.6,980.9,4375,4375,4375,4375,1073.6
5528,6067004006,5670,925,1048,18.5,1723.7,5690,1160,1106,19.4,1597.6,5222,5222,5222,5222,1424.2
5529,6067004008,3201,155,547,17.1,830.8,3296,331,575,17.4,941.9,3337,3337,3337,3337,877
5530,6067004011,3156,253,250,7.9,763.7,3240,301,219,6.8,786.2,3260,3260,3260,3260,767.5
5531,6067004012,3818,788,405,10.6,1048.2,3888,874,389,10,1084.4,4084,4084,4084,4084,1202.9
5532,6067004013,3893,1253,1386,35.6,1406.9,3667,1400,1050,28.6,1236.3,3911,3911,3911,3911,1444.3
5533,6067004014,2335,622,264,11.3,588,2493,535,373,15,815.3,2327,2327,2327,2327,675.2
5534,6067004015,3775,513,594,15.7,957.3,3554,320,480,13.5,805,3986,3986,3986,3986,1056.9
5535,6067004016,1773,209,106,6,529.6,1794,151,183,10.2,668,1819,1819,1819,1819,596.4
5536,6067004017,2632,564,660,25.1,936.2,2648,511,552,20.8,815.7,2585,2585,2585,2585,610.6
5537,6067004018,2919,331,859,29.4,1006.6,3108,530,936,30.1,1234,3050,3050,3050,3050,1317.1
5538,6067004019,2981,598,377,12.6,717.5,3134,791,368,11.7,848,3228,3228,3228,3228,947.5
5539,6067004020,2537,1060,516,20.3,931,2572,815,560,21.8,811.7,2416,2416,2416,2416,645.2
5540,6067004100,5127,1532,1559,30.4,1772.8,5239,1715,1518,29,1839.1,5514,5514,5514,5514,1921.6
5541,6067004201,6134,1371,2334,38.1,2260,6013,1455,2234,37.2,2121.2,6109,6109,6109,6109,2168.6
5542,6067004202,5690,1649,1940,34.1,1741.7,5700,1720,1893,33.2,1604.3,6043,6043,6043,6043,2128
5543,6067004203,5899,1530,1697,28.8,2526.5,6122,1400,1740,28.4,2630.6,6334,6334,6334,6334,2720.9
5544,6067004301,5657,2502,579,10.2,1960.4,6506,1958,997,15.3,2823.9,6497,6497,6497,6497,2603.1
5545,6067004302,4697,948,1044,22.2,1845,4831,786,1229,25.4,1893.3,4616,4616,4616,4616,1957.4
5546,6067004401,3840,885,1501,39.1,1245.1,4046,1153,1401,34.6,1180.1,3846,3846,3846,3846,1019.7
5547,6067004402,4313,855,1701,39.4,1388.2,4076,847,1622,39.8,1350.3,4282,4282,4282,4282,1728.5
5548,6067004501,3813,345,1853,48.6,1713.5,3797,324,1682,44.3,1780.2,3709,3709,3709,3709,1760.3
5549,6067004502,5336,954,2364,44.3,2241.3,5258,1251,2260,43,2283.4,5069,5069,5069,5069,2227.8
5550,6067004602,5775,330,2653,45.9,2704.1,5637,218,2552,45.3,2539.8,5847,5847,5847,5847,2662.6
5551,6067004603,2675,224,1122,41.9,1166.8,2864,479,1134,39.6,1333.9,2966,2966,2966,2966,1326
5552,6067004604,5124,666,1885,36.8,2095.4,4968,1148,1937,39,2097.3,4938,4938,4938,4938,2164.6
5553,6067004701,3659,744,1393,38.1,1728.4,3947,843,1676,42.5,1690.7,3902,3902,3902,3902,1704.6
5554,6067004702,5084,1179,1858,36.5,2300,4778,973,1598,33.4,1932.4,4907,4907,4907,4907,1931.4
5555,6067004801,5840,370,864,14.8,1864.9,6000,438,1092,18.2,1942.1,5839,5839,5839,5839,2025.5
5556,6067004802,5735,848,1729,30.1,2260.9,5515,704,1662,30.1,2131.6,5271,5271,5271,5271,2219.6
5557,6067004904,6082,906,2350,38.6,2176.9,6126,944,2257,36.8,2408.5,6245,6245,6245,6245,2356.5
5558,6067004906,3233,976,1052,32.5,1255.9,3588,838,1238,34.5,1582.1,3497,3497,3497,3497,1426.4
5559,6067004907,2145,806,73,3.4,1289.7,2316,1093,114,4.9,1343.3,2435,2435,2435,2435,1442
5560,6067004908,5131,1068,1384,27,2113.9,4970,1126,1532,30.8,2029.2,5080,5080,5080,5080,2114.4
5561,6067004909,2538,1187,465,18.3,840.6,2550,758,330,12.9,1015.6,2560,2560,2560,2560,987
5562,6067004910,4704,655,1022,21.7,1988,4690,423,1680,35.8,1723.7,4750,4750,4750,4750,1813.8
5563,6067005002,7049,1402,2879,40.8,2907.4,7916,1125,3526,44.5,3359.3,7061,7061,7061,7061,2708
5564,6067005003,4006,455,951,23.7,1349.3,4203,344,1021,24.3,1306.6,4374,4374,4374,4374,1191.1
5565,6067005004,3943,654,1403,35.6,1813.4,4479,231,1411,31.5,1983.7,4636,4636,4636,4636,2099.9
5566,6067005101,4394,449,994,22.6,1713.8,5030,695,1308,26,1937.1,5034,5034,5034,5034,1891
5567,6067005102,4526,671,1294,28.6,1696.9,4674,746,1192,25.5,1883.1,4515,4515,4515,4515,1760.2
5568,6067005201,3756,685,1154,30.7,3128.3,3725,688,1096,29.4,3067.5,3510,3510,3510,3510,2898.2
5569,6067005202,3583,451,869,24.3,1393.9,3681,462,846,23,1448.8,3581,3581,3581,3581,1214.4
5570,6067005204,4396,502,533,12.1,1261.7,4634,664,615,13.3,1481.8,4579,4579,4579,4579,1496.7
5571,6067005205,2913,222,928,31.9,1316.9,3301,192,1186,35.9,1593.9,3376,3376,3376,3376,1819.9
5572,6067005301,1566,627,251,16,539.8,1697,659,254,15,588.4,2077,2077,2077,2077,585.3
5573,6067005402,2621,344,602,23,846.4,2604,394,513,19.7,774.5,3032,3032,3032,3032,889.1
5574,6067005403,2445,93,448,18.3,728.4,2263,86,417,18.4,608.1,2208,2208,2208,2208,495.4
5575,6067005404,5539,109,497,9,1414.8,5923,107,446,7.5,1526.5,5887,5887,5887,5887,1389.6
5576,6067005502,5792,1002,2002,34.6,2257.2,5820,1130,2030,34.9,2264.8,5796,5796,5796,5796,2140.7
5577,6067005505,5654,642,1644,29.1,2017.7,5134,705,1247,24.3,1941.5,4906,4906,4906,4906,1550.3
5578,6067005506,4020,584,1722,42.8,2163,4161,800,1551,37.3,2185.4,3965,3965,3965,3965,2016.2
5579,6067005508,3851,540,666,17.3,1381.7,4032,607,567,14.1,1379.7,4218,4218,4218,4218,1427.4
5580,6067005509,2075,555,437,21.1,816.8,2242,599,471,21,984.3,2171,2171,2171,2171,859.6
5581,6067005510,5467,951,1320,24.1,2015.2,5577,1152,1358,24.4,2014.7,5638,5638,5638,5638,2284.6
5582,6067005601,6465,1517,451,7,1969.2,6939,1521,454,6.5,2063.3,7143,7143,7143,7143,2007.1
5583,6067005605,3855,631,905,23.5,1829.8,3784,647,844,22.3,1690.8,3661,3661,3661,3661,1676
5584,6067005606,4450,238,765,17.2,1365.8,4802,269,1119,23.3,1550,4845,4845,4845,4845,1433
5585,6067005701,3594,476,215,6,1034,3860,573,376,9.7,1151.5,3914,3914,3914,3914,1225.9
5586,6067005702,4703,69,294,6.3,1435.4,4671,46,238,5.1,1443.3,4631,4631,4631,4631,1405
5587,6067005801,5610,333,689,12.3,1677.1,5494,219,612,11.1,1686.4,5558,5558,5558,5558,1712.3
5588,6067005803,3818,34,259,6.8,1100.9,3767,50,173,4.6,1085.6,3812,3812,3812,3812,1104.5
5589,6067005804,2326,11,152,6.5,596.7,2418,17,236,9.8,646.9,2554,2554,2554,2554,809.6
5590,6067005901,6814,435,404,5.9,1584,6796,499,483,7.1,1642.1,6211,6211,6211,6211,1128.8
5591,6067005903,2800,654,82,2.9,1121.9,2790,540,146,5.2,1108.1,2879,2879,2879,2879,1049.5
5592,6067005904,5203,365,507,9.7,1319.6,5291,261,507,9.6,1014.2,5564,5564,5564,5564,1419.8
5593,6067006002,4798,480,412,8.6,1588.8,5133,403,443,8.6,1521.2,5021,5021,5021,5021,1295.9
5594,6067006003,5014,782,909,18.1,1615.6,4762,649,877,18.4,1456.6,4895,4895,4895,4895,1630.9
5595,6067006004,2538,91,188,7.4,845.7,2482,93,206,8.3,737.5,2557,2557,2557,2557,737.3
5596,6067006101,4632,351,487,10.5,1507.7,4801,380,442,9.2,1461.5,4528,4528,4528,4528,1154.5
5597,6067006102,3688,380,633,17.2,1145,3914,323,597,15.3,1159.2,3928,3928,3928,3928,1103.8
5598,6067006202,3955,759,1644,41.6,1737.8,4042,691,1508,37.3,1692,4187,4187,4187,4187,1730.8
5599,6067006203,3747,529,998,26.6,1595.2,3994,625,1250,31.3,1786.7,3992,3992,3992,3992,1894.9
5600,6067006204,3219,278,657,20.4,910.7,3695,434,626,16.9,1239,3462,3462,3462,3462,1296.4
5601,6067006300,4922,740,1650,33.5,2052.4,5086,599,1578,31,2042.6,4625,4625,4625,4625,1785.1
5602,6067006400,5208,469,2402,46.1,2172,5458,752,2210,40.5,2182.2,5505,5505,5505,5505,2290.8
5603,6067006501,4176,1612,1119,26.8,1984.9,4371,2014,1325,30.3,1923.6,4610,4610,4610,4610,1982.6
5604,6067006502,2561,151,325,12.7,792.2,2538,162,247,9.7,815.1,2568,2568,2568,2568,849.1
5605,6067006600,7291,1149,2471,33.9,2682.2,7557,1636,2539,33.6,2738.1,7566,7566,7566,7566,2686.8
5606,6067006703,5794,1466,1895,32.7,2780.7,5644,1580,1914,33.9,2794.2,5599,5599,5599,5599,2827.4
5607,6067006704,3747,773,1120,29.9,1169.3,3849,806,1261,32.8,1132.7,3953,3953,3953,3953,1283
5608,6067006705,5288,1119,1133,21.4,2004.6,5426,1627,986,18.2,2215.6,5462,5462,5462,5462,2385.6
5609,6067006706,3177,760,1618,50.9,1542.8,3318,729,1333,40.2,1625.1,3520,3520,3520,3520,1809.4
5610,6067006801,1262,131,734,58.2,531.2,1415,344,700,49.5,637.4,1588,1588,1588,1588,666.2
5611,6067006802,2172,327,982,45.2,1061.6,1948,157,798,41,920.2,1939,1939,1939,1939,872.2
5612,6067006803,3453,522,2313,67,1497.4,3693,631,1876,50.8,1607.6,3547,3547,3547,3547,1453.4
5613,6067006901,1728,102,456,26.4,641,1425,102,274,19.2,289.4,1637,1637,1637,1637,436.4
5614,6067006902,3417,605,1260,36.9,1118,3511,729,1243,35.4,1098.1,3387,3387,3387,3387,984.6
5615,6067007001,4635,398,2787,60.1,2042.1,4513,341,2652,58.8,1903,4536,4536,4536,4536,1949.8
5616,6067007007,5674,758,3287,57.9,2267.3,5933,1122,3169,53.4,2379.5,5965,5965,5965,5965,2516.6
5617,6067007010,3861,454,450,11.7,993,4199,757,415,9.9,1109.1,3973,3973,3973,3973,1074.9
5618,6067007011,6998,1371,2357,33.7,2577.7,6873,1135,2078,30.2,2417.3,6930,6930,6930,6930,2402.2
5619,6067007012,3507,773,1165,33.2,1171.1,3715,903,1236,33.3,1241.8,3841,3841,3841,3841,1299.4
5620,6067007013,2980,478,969,32.5,1128.9,3001,563,1012,33.7,1074.2,2968,2968,2968,2968,996.5
5621,6067007016,5312,825,504,9.5,2035.4,5384,682,640,11.9,1883.1,5308,5308,5308,5308,1719.4
5622,6067007017,3394,579,823,24.2,1329.4,3519,640,767,21.8,1307.5,3569,3569,3569,3569,1308.6
5623,6067007019,1990,1087,413,20.8,1076.9,2382,1032,419,17.6,1111.2,2897,2897,2897,2897,1307.7
5624,6067007020,4558,780,643,14.1,1492.9,4700,737,789,16.8,1473.6,4854,4854,4854,4854,1593.7
5625,6067007021,4264,1074,1476,34.6,1685.1,4759,1014,1965,41.3,1874.2,5364,5364,5364,5364,1967.9
5626,6067007022,3479,774,840,24.1,1498.9,3240,904,907,28,1255.8,3226,3226,3226,3226,1326.9
5627,6067007023,4772,1089,1639,34.3,1584,4695,1023,1583,33.7,1326.3,4703,4703,4703,4703,1311.6
5628,6067007024,2133,439,501,23.5,929.6,2041,243,428,21,864,2049,2049,2049,2049,772.7
5629,6067007025,3150,561,878,27.9,1010.8,2989,416,505,16.9,960.7,2939,2939,2939,2939,1009.2
5630,6067007026,4725,765,899,19,1150.6,5285,662,897,17,1242.4,5514,5514,5514,5514,1316.9
5631,6067007027,2300,318,180,7.8,715.7,2465,515,82,3.3,812.5,2515,2515,2515,2515,831.8
5632,6067007028,3737,1042,683,18.3,1167.4,4283,713,707,16.5,1177.5,4649,4649,4649,4649,1360.8
5633,6067007101,340,0,0,0,290.1,326,0,0,0,316.4,200,200,200,200,227.7
5634,6067007103,4231,619,967,22.9,1066.6,4334,844,1072,24.7,1251.8,4377,4377,4377,4377,1415.8
5635,6067007105,6723,1306,968,14.4,2075.3,6852,1496,986,14.4,2141.5,6626,6626,6626,6626,2118.4
5636,6067007106,7278,932,864,11.9,2410.8,7097,752,1319,18.6,2250.8,6785,6785,6785,6785,2057.4
5637,6067007107,4112,741,341,8.3,1466.7,4127,585,353,8.6,1414,4017,4017,4017,4017,1385.7
5638,6067007108,4880,775,433,8.9,1479.9,5703,1480,801,14,1818.4,5776,5776,5776,5776,1800.6
5639,6067007109,3344,464,111,3.3,497.2,3484,443,135,3.9,526.4,3777,3777,3777,3777,722.2
5640,6067007110,4664,1729,456,9.8,1842.1,5058,1331,687,13.6,2002.5,5021,5021,5021,5021,2088.8
5641,6067007111,4246,626,502,11.8,1673.4,4408,747,554,12.6,1755.4,4593,4593,4593,4593,1738.1
5642,6067007202,4174,117,661,15.8,1502.9,4388,218,640,14.6,1617.8,4062,4062,4062,4062,1340
5643,6067007204,5796,744,1841,31.8,2278.4,6084,730,1988,32.7,2391.4,5941,5941,5941,5941,2254.6
5644,6067007206,4276,105,517,12.1,1487.6,4171,68,593,14.2,1413.5,3959,3959,3959,3959,1256.5
5645,6067007207,4749,66,752,15.8,1717.2,4812,175,804,16.7,1695.2,4858,4858,4858,4858,1768.9
5646,6067007208,4628,212,774,16.7,1584.9,4992,52,967,19.4,1804.6,4795,4795,4795,4795,1658.7
5647,6067007209,3523,139,788,22.4,1182.1,3922,152,1184,30.2,1525.5,4024,4024,4024,4024,1597.1
5648,6067007301,5040,853,1405,27.9,1915.2,5022,875,1272,25.3,2017.4,5411,5411,5411,5411,2250.1
5649,6067007402,7436,577,2025,27.2,2577.7,7628,725,1970,25.8,2653.3,7466,7466,7466,7466,2608.8
5650,6067007403,5486,1087,1510,27.5,2333.8,4998,541,1381,27.6,2059.4,5367,5367,5367,5367,2346.1
5651,6067007413,6255,814,1176,18.8,2626.9,6652,699,1606,24.1,2855.9,6438,6438,6438,6438,2768.7
5652,6067007414,4468,702,1231,27.6,1765,4757,791,1475,31,1965.9,4615,4615,4615,4615,1994.7
5653,6067007415,3127,530,202,6.5,1036.2,3169,546,326,10.3,1042.7,3177,3177,3177,3177,1021.9
5654,6067007416,3984,683,912,22.9,1304.4,3867,521,753,19.5,1281.1,4124,4124,4124,4124,1383.7
5655,6067007417,3257,326,584,17.9,1212.5,3303,313,476,14.4,1168.5,3474,3474,3474,3474,1229.2
5656,6067007422,2511,154,510,20.3,965,2745,165,582,21.2,1065.3,2827,2827,2827,2827,1144.4
5657,6067007423,6378,1742,916,14.4,2894,6768,1854,1179,17.4,3298.5,6770,6770,6770,6770,3298.9
5658,6067007424,4103,800,924,22.5,1620.6,3939,691,846,21.5,1478.5,3802,3802,3802,3802,1339.9
5659,6067007426,2561,479,138,5.4,1228.8,2438,405,195,8,1056.1,2577,2577,2577,2577,1038.7
5660,6067007427,7974,1033,1654,20.7,2324.7,8206,1416,1803,22,2379,8042,8042,8042,8042,2670.8
5661,6067007428,3267,292,366,11.2,1101.5,3430,199,530,15.5,1208.1,3475,3475,3475,3475,1206.4
5662,6067007429,5626,1329,886,15.7,2523.2,5921,1406,708,12,2672.8,5769,5769,5769,5769,2454.8
5663,6067007430,8314,887,667,8,3713,8755,1043,770,8.8,4093.2,8189,8189,8189,8189,3689.9
5664,6067007431,3249,245,399,12.3,1105.9,3108,259,341,11,1011.8,3208,3208,3208,3208,1137.8
5665,6067007432,5129,499,700,13.6,2121.8,5075,501,747,14.7,1950.5,4940,4940,4940,4940,1874.6
5666,6067007434,6298,1337,1190,18.9,2836.2,6338,852,1729,27.3,3027.5,5949,5949,5949,5949,2636.8
5667,6067007435,3127,287,323,10.3,1322.6,2802,106,352,12.6,1051.6,2897,2897,2897,2897,1126.5
5668,6067007436,2285,322,123,5.4,906.2,2308,252,93,4,941.2,2350,2350,2350,2350,980.1
5669,6067007437,6697,360,275,4.1,2506.7,6352,412,298,4.7,2195.1,6366,6366,6366,6366,2194.5
5670,6067007438,3329,388,445,13.4,1069.9,3231,186,345,10.7,1049.4,3091,3091,3091,3091,940.6
5671,6067007439,4983,565,673,13.5,1961.6,4998,762,857,17.1,2075.6,4656,4656,4656,4656,1659.6
5672,6067007501,6932,995,1302,18.8,2364.9,7581,980,1368,18,2766.7,7559,7559,7559,7559,2736.9
5673,6067007503,5292,703,1117,21.1,1852.5,5509,500,1285,23.3,2015.3,5499,5499,5499,5499,1874.9
5674,6067007504,1895,137,330,17.4,642.7,1921,193,317,16.5,613.8,1932,1932,1932,1932,614.7
5675,6067007602,4851,396,369,7.6,1431.5,4909,371,480,9.8,1389,5000,5000,5000,5000,1454.1
5676,6067007603,2777,180,167,6,606.4,2951,224,305,10.3,719.2,3007,3007,3007,3007,723.4
5677,6067007604,3865,162,487,12.6,1166.2,4020,329,439,10.9,1222.2,4505,4505,4505,4505,1521.5
5678,6067007701,7062,785,609,8.6,2138.9,7194,987,1044,14.5,2464.1,7259,7259,7259,7259,2389.1
5679,6067007702,4412,446,357,8.1,1031.1,4108,441,334,8.1,974.6,3956,3956,3956,3956,924
5680,6067007801,5470,225,179,3.3,1561.1,5692,206,229,4,1700.8,5765,5765,5765,5765,1580.1
5681,6067007802,4611,250,634,13.7,1323.9,5010,181,620,12.4,1416.8,4996,4996,4996,4996,1450.4
5682,6067007903,4645,85,208,4.5,1452.4,4703,5,208,4.4,1438.3,4772,4772,4772,4772,1419.6
5683,6067007904,5895,57,800,13.6,1922.4,5993,86,801,13.4,2013.2,5893,5893,5893,5893,2091.6
5684,6067007905,4274,35,454,10.6,1313.1,4469,34,462,10.3,1441.3,4548,4548,4548,4548,1321.1
5685,6067007906,3470,210,381,11,1004.5,3666,181,336,9.2,1133.8,3560,3560,3560,3560,1115.1
5686,6067008005,4447,41,341,7.7,1296.3,4559,60,396,8.7,1226.4,4650,4650,4650,4650,1330.4
5687,6067008006,4869,215,295,6.1,1192.3,4863,178,168,3.5,1165.9,4930,4930,4930,4930,1170
5688,6067008007,3478,199,536,15.4,1202.4,3354,76,550,16.4,1117.9,3422,3422,3422,3422,1164.7
5689,6067008008,4899,257,643,13.1,1396.8,5030,285,710,14.1,1467.2,5038,5038,5038,5038,1346.4
5690,6067008009,4266,134,530,12.4,1005.9,4305,183,578,13.4,968.6,4362,4362,4362,4362,900
5691,6067008010,5507,23,551,10,1382.8,6028,27,371,6.2,1636.3,6498,6498,6498,6498,1807.8
5692,6067008111,6032,124,651,10.8,1637,5931,69,875,14.8,1426.5,5873,5873,5873,5873,1393.5
5693,6067008113,3647,266,608,16.7,1219.6,3576,247,533,14.9,1117.6,3793,3793,3793,3793,1244.8
5694,6067008117,2593,101,360,13.9,760.1,2577,101,406,15.8,759.5,2410,2410,2410,2410,695.2
5695,6067008119,6607,598,1509,22.8,2233.4,6915,678,2214,32,2539,6421,6421,6421,6421,2225.5
5696,6067008120,5355,238,832,15.5,1658.6,5228,233,748,14.3,1625.6,5330,5330,5330,5330,1751.1
5697,6067008122,3314,248,128,3.9,1138.7,3479,369,345,9.9,1074.1,3694,3694,3694,3694,1184.1
5698,6067008124,4866,22,245,5,1462.5,4794,17,279,5.8,1430.4,4975,4975,4975,4975,1487.6
5699,6067008125,4983,149,628,12.6,1316.9,4922,177,453,9.2,1219.2,5265,5265,5265,5265,1482.9
5700,6067008127,4603,68,732,15.9,1448.1,4425,145,667,15.1,1273.7,4575,4575,4575,4575,1419.9
5701,6067008128,2240,40,376,16.8,629.5,2211,29,401,18.1,604,2274,2274,2274,2274,627.8
5702,6067008129,2968,417,583,19.6,1006.1,2796,292,430,15.4,939.7,2898,2898,2898,2898,1021.9
5703,6067008130,4157,493,1109,26.7,1289.8,3952,423,751,19,1144.6,4010,4010,4010,4010,1193
5704,6067008131,4928,580,948,19.2,1559.3,4996,443,835,16.7,1621.4,4903,4903,4903,4903,1464.2
5705,6067008132,3913,109,272,7,1192.4,4188,115,342,8.2,1183.8,4172,4172,4172,4172,1179.7
5706,6067008133,2302,242,245,10.6,568.4,2426,207,281,11.6,658,2465,2465,2465,2465,725.5
5707,6067008134,5199,354,567,10.9,1555.6,5489,285,597,10.9,1594.4,5215,5215,5215,5215,1470.8
5708,6067008135,4766,325,681,14.3,1291,4886,327,468,9.6,1341.6,4831,4831,4831,4831,1122.2
5709,6067008136,2865,88,263,9.2,990,2881,148,265,9.2,1001.5,3114,3114,3114,3114,1072.8
5710,6067008137,2344,193,64,2.7,692,2309,193,64,2.8,707.7,2404,2404,2404,2404,697.8
5711,6067008138,5121,843,1489,29.1,2026,5053,805,1532,30.3,1989,5062,5062,5062,5062,2003.9
5712,6067008139,3538,269,626,17.7,1066.4,3498,198,254,7.3,1112.6,3424,3424,3424,3424,1145.9
5713,6067008140,2563,206,209,8.2,507.9,2545,188,201,7.9,731.5,2295,2295,2295,2295,511.7
5714,6067008141,7029,785,2019,28.7,2637.1,7126,883,1509,21.2,2658.2,7127,7127,7127,7127,2518.9
5715,6067008142,3496,142,514,14.7,1229.2,3407,248,417,12.2,1137.3,3567,3567,3567,3567,1221.9
5716,6067008143,3912,138,522,13.3,1227.4,3900,203,583,14.9,1204.4,3888,3888,3888,3888,1204.6
5717,6067008144,3132,193,397,12.7,1217,3212,183,341,10.6,1202.8,3318,3318,3318,3318,1261.6
5718,6067008145,7453,554,557,7.5,2154.9,7471,316,649,8.7,2057.5,7771,7771,7771,7771,2259.6
5719,6067008203,4946,327,406,8.2,1181.9,5133,262,392,7.6,1301,5075,5075,5075,5075,1278.3
5720,6067008204,4499,38,625,13.9,1474.8,4652,57,728,15.6,1514,4969,4969,4969,4969,1480.6
5721,6067008206,6469,85,812,12.6,2016.3,6477,180,665,10.3,1994.3,6197,6197,6197,6197,1864.7
5722,6067008207,4386,124,141,3.2,1289.4,4416,84,239,5.4,1287.2,4334,4334,4334,4334,1323.1
5723,6067008208,4376,67,344,7.9,1532.3,4345,106,318,7.3,1541.6,4213,4213,4213,4213,1371.6
5724,6067008209,4600,245,275,6,1376.5,4519,257,369,8.2,1318.1,4617,4617,4617,4617,1383.4
5725,6067008210,5924,220,937,15.8,1315,5742,160,978,17,1304.2,5773,5773,5773,5773,1234
5726,6067008211,2689,89,246,9.1,718.7,2757,68,86,3.1,698.4,2661,2661,2661,2661,701
5727,6067008402,5801,71,1038,17.9,1971.3,5850,82,1057,18.1,1961.5,5876,5876,5876,5876,1932.3
5728,6067008403,5686,102,270,4.7,2092.6,5569,114,218,3.9,2161.5,5686,5686,5686,5686,2215.4
5729,6067008404,4584,383,607,13.2,1288.8,4222,333,423,10,1166.9,4427,4427,4427,4427,1209.9
5730,6067008501,7128,537,591,8.3,2349.7,7257,508,663,9.1,2429.4,7733,7733,7733,7733,2640.6
5731,6067008504,5047,180,625,12.4,1734.8,5039,171,413,8.2,1701.5,5304,5304,5304,5304,1754.1
5732,6067008505,2074,18,41,2,763.3,1990,5,118,5.9,706.7,1939,1939,1939,1939,688.8
5733,6067008506,2871,95,349,12.2,831.6,2766,95,336,12.1,845.5,2920,2920,2920,2920,885.8
5734,6067008507,4118,228,225,5.5,1399.5,3793,200,209,5.5,1285.1,3865,3865,3865,3865,1173.5
